cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,avg_life_Q1,avg_life_Q2,avg_life_Q3,avg_life_Q4,avg_life_M,avg_life_F,avg_life_all
100,Johnson City,576081,47,Tennessee,TN,81.803154,82.236778,84.030312,84.421387,86.322166,86.651878,87.82888,88.09465,75.476265,75.968956,80.273422,80.704201,83.009087,83.381584,84.409355,84.76358,78.87128825,82.3573305,84.84117875,86.27411625,80.99830625,85.17365063,83.08597844
200,Morristown,227816,47,Tennessee,TN,81.326363,81.764053,83.956436,84.343384,84.872223,85.250847,88.110596,88.289772,74.956512,75.419853,80.144463,80.550888,82.094635,82.469414,84.141571,84.473213,78.36669525,82.24879275,83.67177975,86.253788,80.53131863,84.73920925,82.63526394
301,Middlesborough,66708,47,Tennessee,TN,82.440483,82.890648,85.683884,85.949814,85.750008,86.093452,86.434357,86.47567,75.580559,76.098907,80.749657,81.105942,83.154846,83.543991,86.844643,86.922371,79.25264925,83.37232425,84.63557425,86.66926025,81.7501145,85.2147895,83.482452
302,Knoxville,727600,47,Tennessee,TN,80.880814,81.411613,83.724632,84.124176,85.699905,86.081345,88.330414,88.530319,74.505943,75.08934,79.544472,79.983749,83.133629,83.535843,85.453163,85.72937,77.9719275,81.84425725,84.6126805,87.0108165,80.87193863,84.84790225,82.85992044
401,Winston-Salem,493180,37,North Carolina,NC,81.29409,82.032745,84.224304,84.751465,85.669189,86.107285,86.874992,87.214569,75.125519,75.910576,79.74131,80.330276,82.336601,82.832664,85.61615,85.945572,78.5907325,82.26183875,84.23643475,86.41282075,80.9798335,84.77107988,82.87545669
402,Martinsville,92753,51,Virginia,VA,82.299667,83.158401,85.154892,85.643509,86.130531,86.697464,85.243446,85.713409,74.687737,75.743217,82.14489,82.684021,82.431511,83.081902,83.243187,83.726303,78.9722555,83.906828,84.585352,84.48158625,80.967846,85.00516488,82.98650544
500,Greensboro,1055133,37,North Carolina,NC,81.492355,82.368538,84.174362,84.737312,85.823166,86.265373,87.680077,87.96936,75.147202,76.112083,79.143562,79.780579,82.416275,82.90731,85.043098,85.389442,78.7800445,81.95895375,84.353031,86.52049425,80.74244388,85.06381788,82.90313088
601,North Wilkesboro,90016,37,North Carolina,NC,83.356812,83.710175,84.687782,85.09481,86.640327,86.918228,86.649422,87.039001,76.810455,77.235046,80.486969,80.949142,82.343246,82.738152,84.148056,84.524254,80.278122,82.80467575,84.65998825,85.59018325,81.154415,85.51206963,83.33324231
602,Galax,64676,51,Virginia,VA,82.203163,82.625916,84.880333,85.239449,87.635635,87.881416,89.186638,89.373894,77.35186,77.784325,80.106018,80.552711,83.183044,83.565536,84.979385,85.333481,79.991316,82.69462775,85.56640775,87.2183495,81.607045,86.1283055,83.86767525
700,Spartanburg,354533,45,South Carolina,SC,81.381172,82.255867,83.923584,84.498672,85.502129,85.891869,88.083511,88.344147,73.705917,74.685555,79.190536,79.841705,81.773354,82.209328,84.271461,84.618057,78.00712775,81.86362425,83.84417,86.329294,80.03698913,84.98511888,82.511054
800,Gastonia,413331,37,North Carolina,NC,80.419579,81.250008,83.723511,84.166054,85.417046,85.766617,87.33075,87.667389,74.151581,75.019791,78.917519,79.40258,81.229485,81.645409,84.568756,84.945648,77.71023975,81.552416,83.51463925,86.12813575,79.98509613,84.46761925,82.22635769
900,Charlotte,1423942,37,North Carolina,NC,81.44075,82.327843,84.195503,84.709335,85.729263,86.076332,87.554039,87.803978,75.273163,76.238579,79.332672,79.914413,82.330093,82.737312,84.964363,85.266724,78.82008375,82.03798075,84.21825,86.397276,80.75716488,84.97963038,82.86839763
1001,Boone,77361,37,North Carolina,NC,83.078148,83.41571,85.058708,85.382088,88.22464,88.478333,87.546623,87.917839,77.526474,77.946129,82.428581,82.77787,85.33252,85.613762,85.417786,85.771049,80.49161525,83.91181175,86.91231375,86.66332425,82.85177138,86.13776113,84.49476625
1002,Morganton,164760,37,North Carolina,NC,81.618843,82.070564,84.076416,84.489288,86.102798,86.46727,87.352203,87.646896,75.476555,75.960503,79.803139,80.269341,82.734314,83.117195,84.780518,85.113167,78.78161625,82.159546,84.60539425,86.223196,80.9068415,84.97803475,82.94243813
1100,Hickory,375363,37,North Carolina,NC,80.653053,81.291702,83.463112,83.849121,85.656769,86.028595,87.619598,87.946266,74.732529,75.398819,79.629761,80.063042,81.290596,81.736122,84.75634,85.145164,78.01902575,81.751259,83.6780205,86.366842,80.34404663,84.563527,82.45378681
1201,Franklin,44861,37,North Carolina,NC,83.561501,83.807487,85.580093,85.914268,87.647942,87.886734,87.108231,87.405045,77.229057,77.618393,81.588356,81.993034,83.152962,83.517883,84.615639,84.865379,80.5541095,83.76893775,85.55138025,85.9985735,81.82258788,86.11391263,83.96825025
1202,Sylva,54082,37,North Carolina,NC,81.079826,81.529572,85.285965,85.635025,86.873329,87.169235,88.025932,88.228859,75.061707,75.514046,80.348862,80.770248,82.367119,82.752068,83.6325,83.897346,78.29628775,83.010025,84.79043775,85.94615925,80.542987,85.47846788,83.01072744
1203,Asheville,398505,37,North Carolina,NC,82.518921,82.978416,85.277122,85.616196,86.161301,86.506325,88.979561,89.19165,76.74987,77.270042,81.331558,81.734612,83.680649,84.038025,85.004143,85.328873,79.87931225,83.489872,85.096575,87.12605675,81.8922215,85.9036865,83.897954
1204,Andrews,59681,37,North Carolina,NC,84.087349,84.362396,85.114388,85.462654,87.972664,88.227318,87.903961,88.222916,76.935783,77.367081,80.936195,81.3414,84.142334,84.490021,84.90699,85.274315,80.68815225,83.21365925,86.20808425,86.5770455,81.92426488,86.41920575,84.17173531
1301,Bennettsville,71586,45,South Carolina,SC,81.311798,82.683792,85.201256,85.874863,83.531349,84.35524,87.933037,88.231453,73.466873,75.026215,78.518433,79.25502,80.924591,81.718819,83.195801,83.675919,78.1221695,82.212393,82.63249975,85.7590525,79.47270888,84.8903485,82.18152869
1302,Florence,548986,45,South Carolina,SC,81.755913,82.852371,83.892067,84.548592,85.1567,85.64846,86.638069,86.994995,74.669113,75.934959,79.011055,79.741135,82.160088,82.68779,83.676117,84.106003,78.803089,81.79821225,83.9132595,85.353796,80.2482825,84.68589588,82.46708919
1400,Fayetteville,644101,37,North Carolina,NC,81.239655,82.080246,83.48983,84.129257,83.833206,84.348579,86.942284,87.288605,74.821144,75.910011,79.137512,79.890862,82.260544,82.826073,84.197701,84.6446,78.512764,81.66186525,83.3171005,85.7682975,80.46105588,84.16895775,82.31500681
1500,Wilmington,361559,37,North Carolina,NC,81.977219,82.822548,84.376411,84.918892,85.25724,85.731583,87.96846,88.269379,75.107056,76.089592,80.312462,80.895599,82.79126,83.266663,85.21981,85.580635,78.99910375,82.625841,84.2616865,86.759571,81.15788463,85.1652165,83.16155056
1600,Rocky Mount,216840,37,North Carolina,NC,81.764931,83.210213,84.408905,85.228668,85.799263,86.340675,86.78582,87.171997,74.664352,76.272491,78.647209,79.559547,81.421471,82.029167,83.224731,83.648727,78.97799675,81.96108225,83.897644,85.20781875,79.93346188,85.088809,82.51113544
1701,Raleigh,1412127,37,North Carolina,NC,81.610123,82.539993,84.370743,84.917,86.400963,86.778923,88.050964,88.197868,75.631477,76.593483,79.526688,80.155487,82.839417,83.294273,85.929756,86.152779,79.093769,82.2424795,84.828394,87.08284175,81.26542,85.35832213,83.31187106
1702,Henderson,62926,37,North Carolina,NC,81.680267,83.298256,83.53846,84.283981,84.685043,85.424271,87.475494,88.05101,75.161301,77.065285,80.258644,81.069031,82.800056,83.533325,83.296577,83.979561,79.30127725,82.287529,84.11067375,85.7006605,80.8954725,84.80459775,82.85003513
1800,Goldsboro,222553,37,North Carolina,NC,81.220192,82.334236,83.399773,84.217072,84.074013,84.675392,86.558662,86.921432,74.652809,75.8088,78.970238,79.750053,80.714104,81.346497,83.808159,84.281425,78.50400925,81.584284,82.7025015,85.3924195,79.91651063,84.1750965,82.04580356
1900,Jacksonville,536909,37,North Carolina,NC,81.329346,82.306427,83.984329,84.538712,85.547943,85.992126,86.64978,86.973587,75.229599,76.373489,79.41053,80.070282,82.38752,82.914589,84.65181,85.044456,78.80971525,82.00096325,84.2105445,85.82990825,80.76028438,84.66528125,82.71278281
2000,Virginia Beach,1119468,51,Virginia,VA,80.737259,81.747963,83.116737,83.672981,85.139091,85.435486,86.94429,87.111839,74.349884,75.556267,78.501389,79.191986,81.874382,82.309204,85.025536,85.311821,78.09784325,81.12077325,83.68954075,86.0983715,80.26505863,84.23820575,82.25163219
2100,Washington,124216,37,North Carolina,NC,81.853661,82.968109,83.438957,84.221466,86.637665,87.040771,86.609718,86.965736,75.061546,76.284309,79.994354,80.769211,80.477509,80.990799,84.272469,84.685669,79.04190625,82.105997,83.786686,85.633398,80.31698325,84.96701038,82.64199681
2200,South Boston,158234,51,Virginia,VA,82.435081,83.588219,83.688332,84.607803,85.618835,86.300842,86.94442,87.31292,75.112175,76.444633,80.504166,81.489838,82.423775,83.151375,85.014374,85.441689,79.395027,82.57253475,84.37370675,86.17835075,81.19775313,85.0620565,83.12990481
2300,Lynchburg,228616,51,Virginia,VA,81.688812,82.523643,84.926559,85.483734,86.296143,86.660263,88.065063,88.377609,75.477921,76.431137,79.862411,80.510117,83.038765,83.478203,85.245766,85.633003,79.03037825,82.69570525,84.8683435,86.83036025,81.20966538,85.50272825,83.35619681
2400,Richmond,1040192,51,Virginia,VA,80.468307,81.728447,83.739212,84.427902,85.433327,85.888466,87.229431,87.530067,74.500206,75.872192,78.843079,79.653244,82.031784,82.570923,85.134354,85.488792,78.142288,81.66585925,83.981125,86.345661,80.51182175,84.55564488,82.53373331
2500,Newport News,570854,51,Virginia,VA,81.508179,82.489578,84.222984,84.803635,85.209068,85.744316,87.935913,88.176697,74.298737,75.555153,78.952469,79.741135,82.143921,82.752731,85.11145,85.485947,78.46291175,81.93005575,83.962509,86.67750175,80.50519288,85.01129625,82.75824456
2600,Roanoke Rapids,139055,37,North Carolina,NC,82.598045,84.125931,83.362717,84.30265,85.591606,86.363899,87.51255,88.026718,74.793739,76.570374,79.958351,80.921265,81.262077,82.06971,83.506142,84.137383,79.52202225,82.13624575,83.821823,85.79569825,80.40238013,85.2355145,82.81894731
2700,Gulfport,458674,28,Mississippi,MS,81.04319,81.588181,83.049759,83.542679,83.374115,83.827805,85.86573,86.247292,74.425507,75.207138,78.702271,79.278809,80.822289,81.317581,84.199684,84.581337,78.066004,81.1433795,82.3354475,85.22351075,79.816827,83.56734388,81.69208544
2800,Laurel,120505,28,Mississippi,MS,82.009415,83.041183,83.697762,84.316475,84.85247,85.369911,87.408104,87.756424,75.653801,76.847687,79.217583,79.902672,81.976051,82.494553,82.888512,83.3694,79.3880215,81.783623,83.67324625,85.35561,80.29378238,84.806468,82.55012519
2900,Hattiesburg,157181,28,Mississippi,MS,81.287361,82.31044,85.612801,86.155693,84.775131,85.211937,87.458588,87.756088,75.221748,76.435661,80.084908,80.783974,83.451378,83.866425,84.186172,84.584663,78.8138025,83.159344,84.32621775,85.99637775,81.07686613,85.07100488,83.0739355
3001,Kosciusko,41270,28,Mississippi,MS,82.355637,83.801743,83.325066,84.276367,88.20742,88.693092,82.700233,83.151688,75.002136,76.920784,78.551704,79.584106,80.737114,81.484314,85.838776,86.274513,79.520075,81.43431075,84.780485,84.4913025,80.54918088,84.56390575,82.55654331
3002,Yazoo City,39355,28,Mississippi,MS,80.357849,81.998062,82.33622,83.158241,86.502808,87.270958,82.594124,83.30555,73.327904,75.17057,78.859451,79.730217,80.88562,81.888657,82.190224,82.756874,77.71359625,81.02103225,84.13701075,82.711693,79.35118963,83.4404765,81.39583306
3003,Jackson,546560,28,Mississippi,MS,81.305099,82.709122,83.782417,84.645424,86.473282,87.035271,87.266411,87.628342,74.321709,75.975616,79.092125,80.061241,82.21637,82.889275,83.711563,84.160202,78.5778865,81.89530175,84.6535495,85.6916295,80.30351263,85.105671,82.70459181
3101,McComb,103602,28,Mississippi,MS,81.886871,83.18161,84.244041,85.049789,84.254433,84.798859,87.732323,88.152641,74.690857,76.267792,80.29631,81.166092,81.915581,82.483971,82.717995,83.286247,79.0067825,82.689058,83.363211,85.4723015,80.35310563,84.91257088,82.63283825
3102,Brookhaven,46424,28,Mississippi,MS,81.095329,82.226639,84.416428,85.039368,84.362694,84.825996,87.510033,87.733917,73.990555,75.309669,79.822136,80.557549,82.01223,82.487152,83.265305,83.569038,78.155548,82.45887025,83.422018,85.51957325,80.12670425,84.6513005,82.38900238
3201,Jena,25202,22,Louisiana,LA,80.522308,81.266258,83.372948,83.939972,86.427383,86.836014,88.67601,88.931435,76.136581,77.069473,79.051834,79.63636,82.332993,82.838516,83.802277,84.231262,78.748655,81.5002785,84.6087265,86.410246,80.637412,84.996541,82.8169765
3202,Natchez,69653,28,Mississippi,MS,80.42849,81.914833,82.02832,82.895958,83.948914,84.535904,84.896133,85.583694,75.303322,76.955032,81.090324,81.818062,80.463844,81.074432,82.98037,83.645691,78.65041925,81.958166,82.5057735,84.276472,80.41638463,83.27903075,81.84770769
3203,Vicksburg,84943,28,Mississippi,MS,80.232834,82.062622,84.658501,85.551559,84.25618,84.956917,85.657631,86.133659,73.732582,75.649773,77.362,78.378845,81.900337,82.592979,84.53038,84.980438,77.91945275,81.48772625,83.42660325,85.325527,79.89091675,84.18873788,82.03982731
3300,New Orleans,1381652,22,Louisiana,LA,81.567429,82.450912,83.887886,84.423126,84.653458,85.031616,86.692238,86.954178,75.205704,76.293304,79.37693,80.007225,81.464211,81.887993,84.404221,84.703346,78.87933725,81.92379175,83.2593195,85.68849575,80.41786675,84.45760538,82.43773606
3400,Houma,271365,22,Louisiana,LA,81.286011,82.148979,83.530373,84.066383,84.667862,85.125687,85.626228,85.937241,74.824326,75.823959,80.138947,80.680023,82.066498,82.51265,83.528397,83.855743,78.52081875,82.1039315,83.59317425,84.73690225,80.42881788,84.0485955,82.23870669
3500,Baton Rouge,806561,22,Louisiana,LA,81.333237,82.581856,83.799164,84.439285,85.486786,85.961021,87.75708,88.054893,74.506187,75.999664,79.576584,80.302277,82.419113,82.925781,84.17318,84.546051,78.605236,82.0293275,84.19817525,86.132801,80.55610463,84.92666525,82.74138494
3600,Alexandria,186516,22,Louisiana,LA,81.183578,82.232422,84.266556,84.92791,85.689804,86.014046,85.095726,85.376305,74.931229,76.087578,78.671326,79.414368,81.18541,81.601662,83.857964,84.163857,78.60870175,81.82004,83.6227305,84.623463,79.98917425,84.34829338,82.16873381
3700,Lake Charles,335960,22,Louisiana,LA,80.201141,81.039124,83.721474,84.290627,83.93364,84.375267,86.004288,86.370941,74.500031,75.493622,78.161469,78.85672,81.066689,81.538284,82.420609,82.892616,77.8084795,81.2575725,82.72847,84.4221135,79.366255,83.74206275,81.55415888
3800,Lafayette,548154,22,Louisiana,LA,81.489693,82.512405,83.684814,84.246658,85.581787,85.984245,86.644501,86.938263,75.392883,76.583694,80.366737,80.962341,81.962738,82.41584,84.49176,84.806129,78.99466875,82.3151375,83.9861525,85.72016325,80.87276525,84.63529575,82.7540305
3901,Monroe,253878,22,Louisiana,LA,80.499245,81.65625,83.48391,84.130127,85.319328,85.795784,86.334496,86.757599,74.450783,75.735153,79.606956,80.303352,81.760323,82.278976,83.621933,84.06144,78.08535775,81.88108625,83.78860275,85.193867,80.2273645,84.24709238,82.23722844
4001,Magnolia,34162,5,Arkansas,AR,79.834099,81.100021,83.209343,84.083801,84.458252,84.968147,86.792885,87.197113,72.869392,74.222237,78.651299,79.559616,80.880424,81.416138,82.749634,83.233345,77.00643725,81.37601475,82.93074025,84.99324425,79.19776063,83.95545763,81.57660913
4002,Shreveport,499101,22,Louisiana,LA,80.69445,81.9524,83.655228,84.432724,85.130638,85.602173,86.687988,87.124527,74.16111,75.594139,78.496353,79.355949,81.664406,82.214188,84.316154,84.791199,78.10052475,81.4850635,83.65285125,85.729967,80.07418725,84.410016,82.24210163
4003,Ruston,74800,22,Louisiana,LA,79.20121,80.458511,82.916817,83.787384,85.80545,86.350922,86.887054,87.2547,73.778351,75.105064,79.408058,80.269463,81.644661,82.257156,82.423096,82.895027,77.135784,81.5954305,84.01454725,84.86496925,79.7226095,84.082756,81.90268275
4102,Pine Bluff,168122,5,Arkansas,AR,79.897255,81.245193,83.577217,84.380135,84.79982,85.462555,86.226868,86.631485,74.727058,76.230049,77.98391,78.880943,81.452591,82.139183,83.621445,84.103615,78.02488875,81.20555125,83.46353725,85.14585325,79.89234925,84.027566,81.95995763
4103,El Dorado,89373,5,Arkansas,AR,78.993195,80.399521,83.283058,84.013519,85.420158,85.978188,86.379524,86.775414,73.483658,75.033989,77.548538,78.357315,81.018982,81.67511,84.616051,85.020126,76.97759075,80.8006075,83.5231095,85.69777875,79.59422113,83.90532213,81.74977163
4200,Little Rock,630854,5,Arkansas,AR,79.846954,80.697205,83.505867,84.109306,85.068161,85.461731,87.623734,87.871941,74.428459,75.389297,78.766571,79.445663,81.856468,82.309219,84.422104,84.76693,77.59047875,81.45685175,83.67389475,86.17117725,80.17308888,84.27311238,82.22310063
4301,Stuttgart,40542,5,Arkansas,AR,80.586731,81.628487,82.360603,83.049271,84.64325,85.01963,83.872574,84.30175,74.561317,75.721008,77.773911,78.517357,81.102776,81.525543,84.377808,84.732368,78.12438575,80.4252855,83.07279975,84.321125,79.789011,83.182787,81.485899
4302,Searcy,94324,5,Arkansas,AR,81.091499,81.739998,84.174278,84.563416,84.874756,85.244186,89.084999,89.253006,74.131836,74.825798,79.310638,79.76931,82.28743,82.647659,84.454178,84.796188,77.94728275,81.9544105,83.76350775,86.89709275,80.27787963,85.00326725,82.64057344
4401,Corbin,144931,21,Kentucky,KY,80.821014,81.280022,84.251022,84.65139,84.453491,84.851952,86.869484,87.096214,75.727455,76.195038,79.544579,80.023018,83.208076,83.568748,83.879417,84.239105,78.50588225,82.11750225,84.02056675,85.521055,80.7981795,84.28432363,82.54125156
4402,Richmond,116256,21,Kentucky,KY,81.770477,82.213539,84.40715,84.859238,86.825142,87.149529,86.719734,86.95845,75.375114,75.863167,80.314827,80.796486,81.945267,82.367828,85.839684,86.064125,78.80557425,82.59442525,84.5719415,86.39549825,81.07081225,85.11290738,83.09185981
4501,West Liberty,49887,21,Kentucky,KY,80.978035,81.426361,84.034279,84.448509,82.871834,83.339798,90.197304,90.296432,76.379585,76.821396,79.033051,79.520576,81.954704,82.347061,90.16053,90.222008,78.90134425,81.75910375,82.62834925,90.2190685,82.05486388,84.699069,83.37696644
4502,Hazard,117919,21,Kentucky,KY,80.954987,81.429787,83.635193,84.078613,83.927582,84.349899,83.949318,84.257454,74.361748,74.850769,79.322922,79.772423,83.799576,84.140991,85.442696,85.651672,77.89932275,81.70228775,84.054512,84.825285,80.91784963,83.32285413,82.12035188
4601,Campbellsville,83451,21,Kentucky,KY,82.567924,83.009933,85.270927,85.622955,86.241112,86.633263,83.816788,84.281723,77.547668,78.025749,80.514816,80.920235,82.873283,83.309685,84.217827,84.582024,80.2878185,83.08223325,84.76433575,84.2245905,81.49891088,84.68057813,83.0897445
4602,Somerset,123981,21,Kentucky,KY,81.422363,81.847099,85.217903,85.567741,86.277145,86.608398,87.005768,87.384834,75.865898,76.335381,80.143585,80.581696,84.59053,84.898682,84.141708,84.497322,78.86768525,82.87773125,85.59368875,85.757408,81.38185025,85.16640638,83.27412831
4701,Greenwood,84168,28,Mississippi,MS,81.354263,82.832581,84.482704,85.373825,85.915558,86.471573,85.482788,85.792938,75.142456,76.837585,79.005829,80.086372,80.878983,81.548599,85.31517,85.580559,79.04172125,82.2371825,83.70367825,85.54286375,80.54944413,84.71327875,82.63136144
4702,Clarksdale,141711,28,Mississippi,MS,80.596413,82.065422,83.563492,84.235756,83.766312,84.340477,85.655853,86.230621,74.110634,75.762497,77.924057,78.721146,81.458336,82.020447,83.649452,84.211349,78.1337415,81.11111275,82.896393,84.93681875,79.73223975,83.80679325,81.7695165
4800,Greenville,146833,28,Mississippi,MS,79.183701,81.063934,81.455238,82.605545,83.988396,84.842163,86.391762,86.724205,74.493668,76.547241,76.954109,78.157402,80.107216,80.958786,83.682976,84.138222,77.822136,79.7930735,82.47414025,85.23429125,79.3799525,83.281868,81.33091025
4901,Jackson,198166,47,Tennessee,TN,81.498131,82.490265,84.651443,85.267784,86.451515,86.863892,87.892365,88.296219,74.438202,75.561806,79.27813,80.001671,82.962791,83.438454,83.717377,84.244942,78.497101,82.299757,84.929163,86.03772575,80.45542163,85.42645175,82.94093669
4902,Dyersburg,92131,47,Tennessee,TN,80.632172,81.689049,83.52285,84.096672,83.167053,83.775291,86.823486,87.159851,74.286461,75.488655,78.537697,79.180145,82.317612,82.845787,84.072388,84.445885,78.02408425,81.334341,83.02643575,85.6254025,80.14682875,83.858303,82.00256588
4903,Lexington,44884,47,Tennessee,TN,79.529045,80.195465,83.917511,84.254959,85.228699,85.651863,87.906204,88.140366,73.821487,74.483635,79.128822,79.524147,81.255051,81.722717,83.992393,84.324028,77.007408,81.70635975,83.4645825,86.09074775,79.781535,84.353014,82.0672745
5000,Tupelo,197774,28,Mississippi,MS,82.043266,82.944633,84.487183,85.040771,85.483276,85.926041,87.56765,87.87365,75.300461,76.36219,79.623894,80.254265,81.662323,82.164536,83.981422,84.392754,79.1626375,82.35152825,83.809044,85.953869,80.46773063,85.17080875,82.81926969
5100,Corinth,129508,28,Mississippi,MS,82.19146,82.728806,83.809776,84.260391,86.537621,86.867279,86.960999,87.325256,74.483406,75.115944,79.36528,79.877396,81.213661,81.639648,82.057419,82.521004,78.629904,81.82821075,84.06455225,84.7161695,79.53421975,85.0851985,82.30970913
5201,New Albany,54214,28,Mississippi,MS,81.283691,82.097359,85.742638,86.096077,86.483215,86.936142,88.49231,88.806015,75.39566,76.328415,79.489532,79.941727,80.873466,81.467674,82.536667,83.046516,78.77628125,82.8174935,83.94012425,85.720377,79.88495713,85.74218088,82.813569
5202,Memphis,1154338,47,Tennessee,TN,80.170761,81.763435,82.539902,83.4748,84.733803,85.342316,86.689095,87.009705,73.72847,75.445892,78.083153,79.080818,80.702972,81.387283,84.166542,84.559837,77.7771395,80.79466825,83.0415935,85.60629475,79.64437088,83.96547713,81.804924
5300,West Memphis,138746,5,Arkansas,AR,79.674683,81.226227,81.396896,82.344292,82.726776,83.320885,84.269798,84.816879,73.579346,75.23024,78.223122,79.168251,80.822876,81.406952,82.69622,83.237175,77.427624,80.28314025,82.06937225,83.755018,79.29552275,82.4720545,80.88378863
5401,Bowling Green,164944,21,Kentucky,KY,80.583344,81.070946,83.469055,83.957451,84.083656,84.515175,87.198982,87.476624,75.545273,76.065979,79.562943,80.093826,81.782295,82.231422,85.04113,85.357948,78.3163855,81.77081875,83.153137,86.268671,80.710102,84.04440413,82.37725306
5402,Glasgow,92394,21,Kentucky,KY,82.736343,83.217865,84.880188,85.291962,86.384247,86.744377,86.383667,86.68988,75.642395,76.198814,79.483002,79.933739,82.689606,83.108521,84.076469,84.40538,79.44885425,82.39722275,84.73168775,85.388849,80.69224075,85.29106613,82.99165344
5500,Columbia,159374,47,Tennessee,TN,80.756554,81.320709,83.900352,84.402489,85.407707,85.860222,86.217735,86.595886,74.556969,75.195923,79.377098,79.930511,81.687943,82.17009,83.035461,83.44207,77.95753875,81.9026125,83.7814905,84.822788,79.92450813,84.30770675,82.11610744
5600,Nashville,1246338,47,Tennessee,TN,80.599869,81.351784,83.391983,83.837128,85.401978,85.805664,87.391991,87.671051,74.575722,75.368286,78.927444,79.435196,82.236961,82.674873,84.919106,85.239845,77.97391525,81.39793775,84.029869,86.30549825,80.42217913,84.431431,82.42680506
5700,Tullahoma,130610,47,Tennessee,TN,80.637177,81.15239,84.440804,84.809998,86.001801,86.370964,86.547394,86.902893,74.269417,74.821358,79.175117,79.637901,82.377319,82.815361,83.035507,83.427635,77.7200855,82.015955,84.39136125,84.97835725,79.94495188,84.60792763,82.27643975
5800,Dickson,138212,47,Tennessee,TN,81.002846,81.572769,83.814903,84.282417,84.682251,85.046906,87.331329,87.647705,74.260918,74.8908,78.311676,78.84156,82.402817,82.782814,84.308907,84.639984,77.93183325,81.312639,83.728697,85.98198125,80.0549345,84.42264075,82.23878763
5900,Clarksville,252059,47,Tennessee,TN,80.944687,81.547729,82.372421,82.784264,83.971199,84.37529,85.593803,85.793762,73.308075,74.167084,78.85408,79.358734,81.796455,82.254333,83.441292,83.747345,77.49189375,80.84237475,83.09931925,84.6440505,79.61592475,83.42289438,81.51940956
6000,Huntsville,519583,1,Alabama,AL,80.943344,81.682526,84.199478,84.74118,85.346992,85.680336,86.598953,86.869301,73.901207,74.784271,78.783333,79.417191,81.821503,82.23793,84.318031,84.653526,77.827837,81.7852955,83.77169025,85.60995275,79.989624,84.50776375,82.24869388
6100,Gadsden,304068,1,Alabama,AL,81.286842,81.851051,83.588623,84.001076,85.661095,86.032341,86.523544,86.836845,74.369911,74.965363,78.55674,79.011848,82.556938,82.958092,82.889229,83.274261,78.11829175,81.28957175,84.3021165,84.88096975,79.82279775,84.47267713,82.14773744
6200,Florence,230941,1,Alabama,AL,81.757492,82.311974,84.941353,85.355331,85.804863,86.188812,87.177979,87.568489,74.191872,74.856255,79.741417,80.241684,82.330421,82.738434,83.297195,83.744568,78.27939825,82.56994625,84.2656325,85.44705775,80.14273075,85.13828663,82.64050869
6301,McMinnville,84309,47,Tennessee,TN,80.950188,81.381508,83.319321,83.776863,86.400177,86.777306,85.729782,85.747681,74.730965,75.218056,79.613121,80.106697,81.752151,82.218651,84.038658,84.05117,78.07017925,81.7040005,84.28707125,84.89182275,80.21618363,84.26035325,82.23826844
6302,Cookeville,98362,47,Tennessee,TN,81.789047,82.205132,84.879395,85.173355,86.058479,86.366043,88.219894,88.360535,75.399681,75.861465,80.542633,80.902443,81.870323,82.272575,84.610779,84.878426,78.81383125,82.8744565,84.141855,86.5174085,80.79229063,85.381485,83.08688781
6401,Chattanooga,490863,47,Tennessee,TN,81.048737,81.799622,84.374657,84.847076,86.116753,86.458374,87.480515,87.749016,74.437981,75.246979,79.220078,79.774963,81.863304,82.275566,85.014587,85.333305,78.13332975,82.0541935,84.17849925,86.39435575,80.39584538,84.98434375,82.69009456
6402,Crossville,104194,47,Tennessee,TN,82.928619,83.262321,85.535927,85.855492,86.085541,86.445236,86.889336,87.205818,76.162689,76.6091,80.930191,81.348442,83.754105,84.110405,84.715477,85.054924,79.74068225,83.417513,85.09882175,85.96638875,81.58566663,85.52603625,83.55585144
6501,Ellijay,43254,13,Georgia,GA,82.460068,82.853897,85.697937,85.984978,83.366013,83.862656,88.649948,88.777496,76.872025,77.291115,81.205833,81.604401,82.114677,82.506523,84.107368,84.300186,79.86927625,83.62328725,82.96246725,86.4587495,81.250266,85.20662413,83.22844506
6502,Cleveland,203077,47,Tennessee,TN,81.662148,82.148514,83.713936,84.065376,85.036385,85.426018,87.444168,87.672371,75.165932,75.690025,79.71579,80.115295,82.583916,82.950661,82.840118,83.169693,78.66665475,81.90259925,83.999245,85.2815875,80.27892875,84.6461145,82.46252163
6600,Rome,418304,13,Georgia,GA,81.024452,81.513969,83.041084,83.470467,85.19751,85.56855,86.420441,86.70517,74.595268,75.078545,78.724243,79.159554,81.646103,82.017532,84.425049,84.697052,78.0530585,81.098837,83.60742375,85.561928,80.04291825,84.11770538,82.08031181
